EmployeeId,Department,JobRole,Age,YearsAtCompany,MonthlyIncome,OverTime,WorkLifeBalance,JobSatisfaction,AttritionProbability,RiskLevel,Recommendations
1301,Research & Development,Healthcare Representative,38,4,6288,No,2,1,62.0,High,Improve work-life balance; Address job satisfaction
1045,Sales,Sales Executive,43,1,10798,No,3,4,62.0,High,Enhanced onboarding & mentorship
315,Research & Development,Laboratory Technician,29,9,4193,Yes,3,3,62.0,High,Reduce overtime
316,Research & Development,Research Director,38,10,12061,No,3,2,62.0,High,Address job satisfaction
1103,Sales,Sales Executive,46,2,7991,No,3,2,62.0,High,Address job satisfaction
770,Sales,Sales Executive,48,8,6439,No,3,3,62.0,High,Consider promotion/career development
1012,Human Resources,Human Resources,38,6,6077,No,3,3,62.0,High,Monitor regularly
765,Research & Development,Research Scientist,35,5,4930,Yes,4,4,62.0,High,Reduce overtime
896,Research & Development,Laboratory Technician,28,2,3867,Yes,3,4,62.0,High,Reduce overtime
73,Sales,Sales Executive,44,4,5454,Yes,2,1,62.0,High,Reduce overtime; Improve work-life balance; Address job satisfaction
876,Research & Development,Research Scientist,26,3,2042,Yes,3,1,62.0,High,Reduce overtime; Review compensation; Address job satisfaction
332,Research & Development,Manufacturing Director,30,7,9667,No,3,3,62.0,High,Monitor regularly
1364,Sales,Sales Executive,32,2,9907,Yes,2,2,62.0,High,Reduce overtime; Improve work-life balance; Address job satisfaction
1089,Sales,Sales Representative,36,13,4502,No,2,4,62.0,High,Improve work-life balance; Consider promotion/career development
287,Research & Development,Laboratory Technician,35,3,3681,No,3,4,62.0,High,Monitor regularly
286,Research & Development,Laboratory Technician,28,0,3485,No,1,3,62.0,High,Improve work-life balance; Enhanced onboarding & mentorship
291,Research & Development,Healthcare Representative,46,10,5562,No,3,2,62.0,High,Address job satisfaction
1311,Research & Development,Laboratory Technician,30,10,2206,No,3,3,62.0,High,Review compensation
109,Research & Development,Healthcare Representative,33,13,7725,No,1,4,62.0,High,Improve work-life balance; Consider promotion/career development
110,Research & Development,Laboratory Technician,18,0,1904,No,3,3,62.0,High,Review compensation; Enhanced onboarding & mentorship
1322,Sales,Sales Executive,35,15,4312,No,3,1,62.0,High,Address job satisfaction
1328,Research & Development,Manufacturing Director,36,7,10252,Yes,3,1,62.0,High,Reduce overtime; Address job satisfaction; Consider promotion/career development
1332,Sales,Sales Executive,53,15,7525,No,3,2,62.0,High,Address job satisfaction; Consider promotion/career development
282,Research & Development,Manufacturing Director,36,14,8858,No,2,4,62.0,High,Improve work-life balance; Consider promotion/career development
1081,Sales,Sales Executive,34,14,9888,No,2,4,62.0,High,Improve work-life balance
781,Research & Development,Manufacturing Director,33,5,4320,No,3,2,62.0,High,Address job satisfaction
296,Research & Development,Laboratory Technician,30,11,2564,No,2,4,62.0,High,Review compensation; Improve work-life balance; Consider promotion/career development
1077,Human Resources,Human Resources,35,9,8837,Yes,3,4,62.0,High,Reduce overtime
1434,Sales,Sales Executive,41,9,4103,No,3,1,62.0,High,Address job satisfaction
34,Sales,Sales Representative,28,3,2909,No,4,3,62.0,High,Review compensation
622,Research & Development,Research Scientist,39,7,4108,No,3,4,62.0,High,Monitor regularly
1436,Research & Development,Laboratory Technician,58,1,2380,Yes,2,4,62.0,High,Reduce overtime; Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
10,Research & Development,Research Director,32,7,11159,No,3,4,62.0,High,Consider promotion/career development
1468,Research & Development,Laboratory Technician,28,1,2515,Yes,2,4,61.0,High,Reduce overtime; Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
1441,Research & Development,Research Scientist,39,5,3904,No,3,1,61.0,High,Address job satisfaction
1416,Research & Development,Manufacturing Director,35,13,10903,No,3,2,61.0,High,Address job satisfaction; Consider promotion/career development
653,Research & Development,Research Scientist,45,1,2274,No,3,3,61.0,High,Review compensation; Enhanced onboarding & mentorship
654,Research & Development,Laboratory Technician,50,1,2380,No,3,4,61.0,High,Review compensation; Enhanced onboarding & mentorship
659,Research & Development,Research Scientist,32,1,2956,No,3,1,61.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
640,Sales,Sales Executive,36,1,6815,No,3,3,61.0,High,Enhanced onboarding & mentorship
646,Research & Development,Research Scientist,44,0,2290,No,3,3,61.0,High,Review compensation; Enhanced onboarding & mentorship
26,Research & Development,Laboratory Technician,49,9,3211,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction
1064,Sales,Sales Executive,45,10,4385,No,3,1,61.0,High,Address job satisfaction; Consider promotion/career development
1066,Research & Development,Laboratory Technician,18,0,1611,No,4,4,61.0,High,Review compensation; Enhanced onboarding & mentorship
300,Research & Development,Manufacturing Director,54,5,10502,No,1,3,61.0,High,Improve work-life balance
301,Research & Development,Research Scientist,44,6,2936,Yes,3,3,61.0,High,Reduce overtime; Review compensation
782,Research & Development,Research Scientist,27,1,2318,No,3,3,61.0,High,Review compensation; Enhanced onboarding & mentorship
788,Research & Development,Research Scientist,33,10,3348,Yes,3,1,61.0,High,Reduce overtime; Address job satisfaction; Consider promotion/career development
511,Research & Development,Research Scientist,33,8,2909,Yes,3,3,61.0,High,Reduce overtime; Review compensation
514,Sales,Sales Executive,36,15,4639,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction; Consider promotion/career development
518,Research & Development,Research Scientist,31,7,4084,No,1,3,61.0,High,Improve work-life balance; Consider promotion/career development
309,Research & Development,Research Scientist,19,1,1859,Yes,4,2,61.0,High,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
285,Research & Development,Laboratory Technician,36,10,5810,No,2,4,61.0,High,Improve work-life balance
317,Research & Development,Healthcare Representative,42,1,6781,No,3,4,61.0,High,Enhanced onboarding & mentorship
322,Sales,Sales Executive,26,7,4294,No,3,1,61.0,High,Address job satisfaction
801,Research & Development,Healthcare Representative,46,4,9396,No,3,1,61.0,High,Address job satisfaction
1032,Research & Development,Research Scientist,26,1,2061,No,3,4,61.0,High,Review compensation; Enhanced onboarding & mentorship
1040,Research & Development,Laboratory Technician,30,5,2097,No,1,4,61.0,High,Review compensation; Improve work-life balance
1061,Research & Development,Research Scientist,22,1,2472,Yes,3,2,61.0,High,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
352,Research & Development,Research Scientist,19,1,2552,No,3,1,61.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
1008,Sales,Sales Executive,33,2,6392,No,1,1,61.0,High,Improve work-life balance; Address job satisfaction
1106,Research & Development,Manufacturing Director,35,1,5916,Yes,3,3,61.0,High,Reduce overtime; Enhanced onboarding & mentorship
1108,Sales,Sales Executive,26,4,5326,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction
271,Research & Development,Laboratory Technician,44,5,3162,No,3,3,61.0,High,Monitor regularly
276,Research & Development,Research Scientist,40,2,2809,No,3,3,61.0,High,Review compensation
775,Research & Development,Manufacturing Director,28,5,4877,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction
1009,Sales,Sales Representative,20,2,2728,No,3,1,61.0,High,Review compensation; Address job satisfaction
494,Research & Development,Research Scientist,38,0,2619,No,2,1,61.0,High,Review compensation; Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
499,Research & Development,Laboratory Technician,24,1,2210,No,1,2,61.0,High,Review compensation; Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
502,Research & Development,Laboratory Technician,23,5,3989,Yes,3,3,61.0,High,Reduce overtime
809,Sales,Sales Executive,31,5,5332,No,3,1,61.0,High,Address job satisfaction
751,Research & Development,Healthcare Representative,29,6,8853,No,4,4,61.0,High,Monitor regularly
756,Research & Development,Research Scientist,26,8,2875,Yes,2,4,61.0,High,Reduce overtime; Review compensation; Improve work-life balance
1127,Research & Development,Manufacturing Director,37,6,6447,No,2,2,61.0,High,Improve work-life balance; Address job satisfaction; Consider promotion/career development
1128,Research & Development,Research Scientist,29,6,2340,No,3,4,61.0,High,Review compensation
1131,Sales,Sales Executive,51,10,5441,Yes,1,4,61.0,High,Reduce overtime; Improve work-life balance
249,Research & Development,Research Scientist,34,4,2960,No,3,1,61.0,High,Review compensation; Address job satisfaction
251,Sales,Sales Executive,32,4,9204,No,2,4,61.0,High,Improve work-life balance
1101,Sales,Sales Representative,30,3,2983,No,3,2,61.0,High,Review compensation; Address job satisfaction
246,Sales,Sales Executive,34,3,6500,No,3,1,61.0,High,Address job satisfaction
1156,Sales,Sales Representative,24,5,3202,Yes,3,2,61.0,High,Reduce overtime; Address job satisfaction
566,Research & Development,Laboratory Technician,31,4,2218,No,3,1,61.0,High,Review compensation; Address job satisfaction
536,Sales,Sales Executive,30,10,9419,No,3,4,61.0,High,Consider promotion/career development
537,Sales,Sales Executive,33,3,5324,No,3,1,61.0,High,Address job satisfaction
541,Sales,Sales Executive,32,0,6735,No,3,2,61.0,High,Address job satisfaction; Enhanced onboarding & mentorship
546,Sales,Sales Executive,28,5,4724,No,3,1,61.0,High,Address job satisfaction
748,Sales,Sales Representative,41,4,3140,Yes,2,2,61.0,High,Reduce overtime; Improve work-life balance; Address job satisfaction
750,Research & Development,Research Scientist,35,9,4249,Yes,3,3,61.0,High,Reduce overtime
368,Research & Development,Manufacturing Director,30,11,8474,No,3,3,61.0,High,Consider promotion/career development
346,Human Resources,Human Resources,36,10,3886,No,2,4,61.0,High,Improve work-life balance
350,Sales,Sales Executive,26,2,4157,Yes,2,4,61.0,High,Reduce overtime; Improve work-life balance
1159,Sales,Sales Executive,32,3,4465,No,3,4,61.0,High,Monitor regularly
1164,Sales,Sales Executive,38,7,4028,No,3,4,61.0,High,Monitor regularly
217,Sales,Sales Executive,28,5,8463,No,3,1,61.0,High,Address job satisfaction
223,Research & Development,Manufacturing Director,38,1,6553,No,3,3,61.0,High,Enhanced onboarding & mentorship
260,Sales,Sales Executive,25,6,5744,Yes,3,3,61.0,High,Reduce overtime
262,Research & Development,Laboratory Technician,24,5,2774,No,3,3,61.0,High,Review compensation
245,Sales,Sales Executive,40,7,8396,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction; Consider promotion/career development
202,Research & Development,Research Scientist,44,4,2436,Yes,3,4,61.0,High,Reduce overtime; Review compensation
1192,Research & Development,Research Scientist,20,1,2836,No,4,2,61.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
581,Research & Development,Research Scientist,31,1,1261,No,4,2,61.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
733,Research & Development,Research Scientist,31,2,2657,Yes,3,2,61.0,High,Reduce overtime; Review compensation; Address job satisfaction
738,Research & Development,Laboratory Technician,29,3,3983,No,3,4,61.0,High,Monitor regularly
559,Research & Development,Research Director,37,5,13664,No,4,3,61.0,High,Monitor regularly
389,Research & Development,Laboratory Technician,26,3,2659,Yes,3,4,61.0,High,Reduce overtime; Review compensation
472,Sales,Sales Executive,60,2,5405,No,3,1,61.0,High,Address job satisfaction
479,Research & Development,Research Scientist,29,5,3785,No,1,1,61.0,High,Improve work-life balance; Address job satisfaction
1204,Research & Development,Laboratory Technician,30,1,2693,No,3,3,61.0,High,Review compensation; Enhanced onboarding & mentorship
184,Sales,Sales Executive,29,10,4554,No,2,4,61.0,High,Improve work-life balance
190,Research & Development,Healthcare Representative,43,1,9985,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
194,Sales,Sales Representative,31,2,2791,No,3,4,61.0,High,Review compensation
1210,Research & Development,Research Scientist,45,6,3452,No,2,4,61.0,High,Improve work-life balance
1177,Research & Development,Research Scientist,30,5,2632,No,2,3,61.0,High,Review compensation; Improve work-life balance
1189,Research & Development,Laboratory Technician,39,1,3646,Yes,4,1,61.0,High,Reduce overtime; Address job satisfaction; Enhanced onboarding & mentorship
1226,Sales,Sales Executive,27,7,4105,No,3,4,61.0,High,Monitor regularly
586,Research & Development,Research Scientist,35,10,2022,Yes,2,2,61.0,High,Reduce overtime; Review compensation; Improve work-life balance; Address job satisfaction; Consider promotion/career development
588,Sales,Sales Executive,34,3,4538,Yes,3,1,61.0,High,Reduce overtime; Address job satisfaction
703,Research & Development,Laboratory Technician,22,4,2451,No,2,1,61.0,High,Review compensation; Improve work-life balance; Address job satisfaction
709,Research & Development,Laboratory Technician,35,1,2690,No,2,4,61.0,High,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
66,Research & Development,Research Director,45,21,16704,No,3,2,61.0,High,Address job satisfaction; Consider promotion/career development
69,Sales,Sales Executive,43,4,5346,No,2,3,61.0,High,Improve work-life balance
1384,Research & Development,Research Scientist,27,4,2045,No,3,4,61.0,High,Review compensation
1395,Research & Development,Healthcare Representative,35,16,10388,Yes,2,3,61.0,High,Reduce overtime; Improve work-life balance; Consider promotion/career development
1400,Sales,Sales Executive,26,8,5828,Yes,3,4,61.0,High,Reduce overtime; Consider promotion/career development
942,Research & Development,Research Scientist,25,2,2096,No,2,2,61.0,High,Review compensation; Improve work-life balance; Address job satisfaction
945,Sales,Sales Representative,33,1,2851,Yes,3,3,61.0,High,Reduce overtime; Review compensation; Enhanced onboarding & mentorship
158,Research & Development,Research Scientist,27,7,4774,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction; Consider promotion/career development
162,Sales,Sales Executive,37,3,9602,Yes,2,3,61.0,High,Reduce overtime; Improve work-life balance
1245,Research & Development,Manufacturing Director,42,10,7406,Yes,2,1,61.0,High,Reduce overtime; Improve work-life balance; Address job satisfaction; Consider promotion/career development
1247,Sales,Sales Representative,29,2,2760,No,3,2,61.0,High,Review compensation; Address job satisfaction
1252,Research & Development,Healthcare Representative,29,3,6294,Yes,4,3,61.0,High,Reduce overtime
1221,Research & Development,Laboratory Technician,29,1,2319,Yes,3,1,61.0,High,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
393,Research & Development,Healthcare Representative,34,9,8500,No,2,4,61.0,High,Improve work-life balance
400,Research & Development,Laboratory Technician,39,8,3755,No,3,3,61.0,High,Monitor regularly
406,Sales,Sales Executive,48,9,4051,No,3,4,61.0,High,Consider promotion/career development
964,Research & Development,Manufacturing Director,39,8,4534,No,3,3,61.0,High,Monitor regularly
966,Human Resources,Human Resources,30,4,2180,No,2,4,61.0,High,Review compensation; Improve work-life balance
411,Research & Development,Manufacturing Director,50,12,13973,Yes,3,3,61.0,High,Reduce overtime
412,Sales,Sales Executive,37,5,7428,No,3,4,61.0,High,Monitor regularly
422,Research & Development,Research Scientist,30,5,2132,Yes,3,3,61.0,High,Reduce overtime; Review compensation
681,Research & Development,Research Scientist,40,4,2342,Yes,2,4,61.0,High,Reduce overtime; Review compensation; Improve work-life balance
1253,Research & Development,Research Scientist,31,1,2501,No,3,2,61.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
1283,Research & Development,Manager,48,2,15202,No,3,4,61.0,High,Monitor regularly
1236,Research & Development,Healthcare Representative,38,2,5745,No,3,4,61.0,High,Monitor regularly
1238,Sales,Sales Executive,54,9,10686,No,3,3,61.0,High,Consider promotion/career development
923,Research & Development,Manager,42,1,19613,No,3,4,61.0,High,Enhanced onboarding & mentorship
930,Sales,Sales Representative,21,1,2679,No,3,2,61.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
932,Human Resources,Human Resources,19,1,2564,No,4,4,61.0,High,Review compensation; Enhanced onboarding & mentorship
866,Research & Development,Research Scientist,30,9,4968,No,3,1,61.0,High,Address job satisfaction
458,Research & Development,Healthcare Representative,48,15,10999,No,3,3,61.0,High,Consider promotion/career development
459,Research & Development,Laboratory Technician,41,5,2238,No,3,1,61.0,High,Review compensation; Address job satisfaction
464,Research & Development,Research Scientist,20,1,1009,Yes,3,3,61.0,High,Reduce overtime; Review compensation; Enhanced onboarding & mentorship
74,Research & Development,Research Scientist,59,1,2177,No,3,4,61.0,High,Review compensation; Enhanced onboarding & mentorship
84,Sales,Sales Executive,54,6,5940,No,3,1,61.0,High,Address job satisfaction
1370,Sales,Sales Executive,45,5,10761,Yes,3,1,61.0,High,Reduce overtime; Address job satisfaction
1377,Research & Development,Research Scientist,29,0,2404,Yes,3,1,61.0,High,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
123,Sales,Sales Representative,29,1,2642,No,3,3,61.0,High,Review compensation; Enhanced onboarding & mentorship
612,Research & Development,Research Scientist,34,1,2972,No,1,4,61.0,High,Review compensation; Improve work-life balance; Enhanced onboarding & mentorship
664,Research & Development,Research Scientist,20,1,2600,Yes,3,1,61.0,High,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
673,Research & Development,Manufacturing Director,34,0,5121,No,3,1,61.0,High,Address job satisfaction; Enhanced onboarding & mentorship
129,Research & Development,Research Scientist,33,3,2500,No,4,4,61.0,High,Review compensation
1288,Research & Development,Manufacturing Director,42,4,6062,Yes,3,4,61.0,High,Reduce overtime
1293,Research & Development,Research Scientist,32,5,3433,No,2,3,61.0,High,Improve work-life balance
1309,Sales,Sales Executive,50,0,4728,Yes,3,3,61.0,High,Reduce overtime; Enhanced onboarding & mentorship
1365,Research & Development,Laboratory Technician,34,7,5346,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction
875,Research & Development,Research Scientist,35,4,2977,No,3,4,61.0,High,Review compensation
897,Research & Development,Laboratory Technician,23,3,3295,No,1,2,61.0,High,Improve work-life balance; Address job satisfaction
899,Research & Development,Manager,48,3,15402,No,1,1,61.0,High,Improve work-life balance; Address job satisfaction
432,Research & Development,Laboratory Technician,32,3,2332,No,3,2,61.0,High,Review compensation; Address job satisfaction
439,Research & Development,Laboratory Technician,37,3,3629,No,3,3,61.0,High,Monitor regularly
918,Research & Development,Research Scientist,27,4,2478,Yes,2,2,61.0,High,Reduce overtime; Review compensation; Improve work-life balance; Address job satisfaction
632,Research & Development,Laboratory Technician,40,4,2387,No,3,2,61.0,High,Review compensation; Address job satisfaction
115,Research & Development,Research Scientist,29,10,2720,No,3,4,61.0,High,Review compensation
1323,Research & Development,Research Director,40,18,13499,No,2,3,61.0,High,Improve work-life balance
1331,Research & Development,Research Director,51,20,19537,No,3,3,61.0,High,Consider promotion/career development
1423,Research & Development,Research Scientist,35,6,2859,No,3,3,61.0,High,Review compensation
605,Sales,Sales Executive,36,16,10325,Yes,3,4,61.0,High,Reduce overtime
96,Research & Development,Healthcare Representative,29,5,5373,No,2,1,61.0,High,Improve work-life balance; Address job satisfaction
1343,Sales,Sales Executive,33,0,8564,Yes,2,1,61.0,High,Reduce overtime; Improve work-life balance; Address job satisfaction; Enhanced onboarding & mentorship
1454,Research & Development,Research Scientist,42,5,4556,No,3,3,61.0,High,Monitor regularly
1458,Research & Development,Research Scientist,29,4,2389,Yes,2,4,61.0,High,Reduce overtime; Review compensation; Improve work-life balance
881,Research & Development,Healthcare Representative,34,8,8621,No,4,2,61.0,High,Address job satisfaction; Consider promotion/career development
882,Sales,Sales Executive,32,4,9610,No,1,3,61.0,High,Improve work-life balance
886,Research & Development,Manufacturing Director,31,9,9936,No,3,1,61.0,High,Address job satisfaction
440,Research & Development,Healthcare Representative,35,8,7632,Yes,3,3,61.0,High,Reduce overtime
445,Sales,Sales Executive,34,2,6029,No,3,4,61.0,High,Monitor regularly
450,Research & Development,Research Scientist,28,5,3310,No,3,4,61.0,High,Monitor regularly
888,Research & Development,Healthcare Representative,38,1,6673,Yes,3,1,61.0,High,Reduce overtime; Address job satisfaction; Enhanced onboarding & mentorship
626,Sales,Sales Executive,29,11,7336,No,1,1,61.0,High,Improve work-life balance; Address job satisfaction
650,Research & Development,Laboratory Technician,29,10,4723,Yes,3,1,61.0,High,Reduce overtime; Address job satisfaction
1432,Sales,Sales Executive,39,8,7880,No,3,3,60.0,High,Monitor regularly
31,Research & Development,Healthcare Representative,36,16,6586,Yes,2,4,60.0,High,Reduce overtime; Improve work-life balance; Consider promotion/career development
618,Research & Development,Research Scientist,56,5,2942,No,3,3,60.0,High,Review compensation
642,Research & Development,Research Scientist,41,5,2782,No,3,4,60.0,High,Review compensation
641,Human Resources,Human Resources,24,1,1555,No,3,3,60.0,High,Review compensation; Enhanced onboarding & mentorship
639,Research & Development,Research Scientist,37,6,2996,Yes,3,3,60.0,High,Reduce overtime; Review compensation
601,Sales,Sales Representative,34,1,2220,Yes,3,3,60.0,High,Reduce overtime; Review compensation; Enhanced onboarding & mentorship
662,Sales,Sales Executive,47,9,4163,Yes,3,4,60.0,High,Reduce overtime
660,Research & Development,Laboratory Technician,35,1,2074,Yes,3,1,60.0,High,Reduce overtime; Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
631,Sales,Sales Executive,36,10,7587,No,3,1,60.0,High,Address job satisfaction
624,Research & Development,Research Scientist,43,3,2438,No,2,3,60.0,High,Review compensation; Improve work-life balance
893,Research & Development,Research Scientist,18,0,1051,No,3,4,60.0,High,Review compensation; Enhanced onboarding & mentorship
446,Sales,Sales Executive,59,6,5171,No,3,4,60.0,High,Monitor regularly
885,Research & Development,Research Scientist,40,1,4422,Yes,1,4,60.0,High,Reduce overtime; Improve work-life balance; Enhanced onboarding & mentorship
878,Sales,Sales Executive,31,6,6582,Yes,4,4,60.0,High,Reduce overtime
877,Sales,Sales Representative,20,2,2044,No,2,3,60.0,High,Review compensation; Improve work-life balance
917,Research & Development,Laboratory Technician,33,15,5207,Yes,3,3,60.0,High,Reduce overtime; Consider promotion/career development
914,Sales,Sales Executive,38,7,6893,No,3,1,60.0,High,Address job satisfaction
430,Research & Development,Laboratory Technician,24,5,3162,No,2,4,60.0,High,Improve work-life balance
429,Research & Development,Laboratory Technician,36,1,2835,No,3,4,60.0,High,Review compensation; Enhanced onboarding & mentorship
470,Research & Development,Research Scientist,23,1,1223,No,3,3,60.0,High,Review compensation; Enhanced onboarding & mentorship
463,Research & Development,Manufacturing Director,31,11,4424,No,3,4,60.0,High,Monitor regularly
462,Research & Development,Laboratory Technician,49,2,2587,Yes,2,1,60.0,High,Reduce overtime; Review compensation; Improve work-life balance; Address job satisfaction
863,Sales,Sales Executive,49,9,13120,No,3,2,60.0,High,Address job satisfaction
413,Research & Development,Healthcare Representative,24,4,4617,No,2,3,60.0,High,Improve work-life balance
919,Sales,Sales Executive,35,10,7823,No,3,4,60.0,High,Monitor regularly
395,Research & Development,Laboratory Technician,27,1,2341,No,3,1,60.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
944,Sales,Sales Executive,40,5,4639,No,3,1,60.0,High,Address job satisfaction
943,Human Resources,Human Resources,35,5,4323,No,1,3,60.0,High,Improve work-life balance
1396,Research & Development,Manager,34,11,11631,No,3,1,60.0,High,Address job satisfaction; Consider promotion/career development
1388,Sales,Sales Executive,33,11,5147,No,2,2,60.0,High,Improve work-life balance; Address job satisfaction
1387,Research & Development,Laboratory Technician,44,3,2042,No,4,2,60.0,High,Review compensation; Address job satisfaction
65,Sales,Sales Executive,37,14,10609,No,1,3,60.0,High,Improve work-life balance; Consider promotion/career development
62,Sales,Sales Representative,35,1,2404,No,3,3,60.0,High,Review compensation; Enhanced onboarding & mentorship
1378,Research & Development,Manufacturing Director,41,2,5003,No,3,3,60.0,High,Monitor regularly
860,Research & Development,Laboratory Technician,40,4,3377,No,2,1,60.0,High,Improve work-life balance; Address job satisfaction
847,Human Resources,Human Resources,42,3,2696,Yes,3,3,60.0,High,Reduce overtime; Review compensation
832,Sales,Sales Executive,51,7,4936,No,2,4,60.0,High,Improve work-life balance
361,Research & Development,Research Scientist,22,3,3375,No,4,3,60.0,High,Monitor regularly
982,Sales,Sales Representative,20,2,2783,No,3,3,60.0,High,Review compensation
972,Sales,Sales Representative,47,3,3294,Yes,2,4,60.0,High,Reduce overtime; Improve work-life balance
969,Research & Development,Healthcare Representative,40,11,10322,No,3,4,60.0,High,Consider promotion/career development
968,Research & Development,Laboratory Technician,52,5,3149,No,3,3,60.0,High,Monitor regularly
388,Research & Development,Research Director,31,2,13675,No,3,3,60.0,High,Monitor regularly
347,Research & Development,Healthcare Representative,26,5,4741,Yes,3,1,60.0,High,Reduce overtime; Address job satisfaction
986,Research & Development,Healthcare Representative,32,5,6667,No,3,4,60.0,High,Monitor regularly
985,Research & Development,Manager,39,21,19272,No,3,4,60.0,High,Consider promotion/career development
369,Research & Development,Research Scientist,32,5,3038,No,3,3,60.0,High,Monitor regularly
817,Sales,Sales Representative,24,1,2033,No,3,2,60.0,High,Review compensation; Address job satisfaction; Enhanced onboarding & mentorship
812,Sales,Sales Executive,34,10,5337,No,3,4,60.0,High,Consider promotion/career development
489,Human Resources,Human Resources,36,5,2342,No,3,1,60.0,High,Review compensation; Address job satisfaction
806,Sales,Sales Executive,34,6,5714,No,2,3,60.0,High,Improve work-life balance
804,Research & Development,Research Scientist,29,7,2514,No,3,4,60.0,High,Review compensation
803,Research & Development,Research Scientist,30,5,3761,No,2,4,60.0,High,Improve work-life balance
328,Research & Development,Research Director,43,4,17159,No,3,1,60.0,High,Address job satisfaction
1025,Sales,Sales Executive,30,7,7140,No,3,1,60.0,High,Address job satisfaction
1023,Sales,Sales Executive,33,10,5487,No,2,3,60.0,High,Improve work-life balance
1015,Research & Development,Research Scientist,31,3,2321,Yes,3,1,60.0,High,Reduce overtime; Review compensation; Address job satisfaction
1004,Research & Development,Healthcare Representative,38,1,9824,No,3,3,60.0,High,Enhanced onboarding & mentorship
355,Research & Development,Laboratory Technician,43,9,5257,No,4,3,60.0,High,Monitor regularly
351,Sales,Sales Executive,41,9,8189,Yes,3,3,60.0,High,Reduce overtime
1060,Sales,Sales Executive,30,10,9714,No,3,1,60.0,High,Address job satisfaction; Consider promotion/career development
1056,Human Resources,Manager,56,7,19717,No,3,2,60.0,High,Address job satisfaction; Consider promotion/career development
1055,Research & Development,Research Director,41,18,19419,No,4,3,60.0,High,Monitor regularly
1037,Human Resources,Human Resources,26,8,2942,No,3,3,60.0,High,Review compensation; Consider promotion/career development
1033,Human Resources,Human Resources,24,2,2145,No,3,4,60.0,High,Review compensation
797,Sales,Sales Executive,39,20,13341,No,3,1,60.0,High,Address job satisfaction; Consider promotion/career development
792,Sales,Sales Representative,21,2,2380,Yes,3,1,60.0,High,Reduce overtime; Review compensation; Address job satisfaction
517,Research & Development,Laboratory Technician,43,8,5679,Yes,3,3,60.0,High,Reduce overtime; Consider promotion/career development
790,Sales,Sales Executive,46,3,9071,Yes,3,4,60.0,High,Reduce overtime
789,Research & Development,Manufacturing Director,46,10,4810,No,2,3,60.0,High,Improve work-life balance
786,Research & Development,Laboratory Technician,32,5,4200,No,4,1,60.0,High,Address job satisfaction
299,Research & Development,Laboratory Technician,32,10,4883,No,3,3,60.0,High,Monitor regularly
1078,Research & Development,Laboratory Technician,41,1,4766,Yes,3,4,60.0,High,Reduce overtime; Enhanced onboarding & mentorship
1067,Research & Development,Research Scientist,33,2,2911,No,2,4,60.0,High,Review compensation; Improve work-life balance
1065,Sales,Sales Executive,34,3,6538,No,3,3,60.0,High,Monitor regularly
325,Research & Development,Laboratory Technician,31,7,5915,No,2,4,60.0,High,Improve work-life balance
321,Research & Development,Research Scientist,29,5,2703,No,3,2,60.0,High,Review compensation; Address job satisfaction
308,Research & Development,Manager,47,10,11849,Yes,2,2,60.0,High,Reduce overtime; Improve work-life balance; Address job satisfaction; Consider promotion/career development
305,Research & Development,Laboratory Technician,28,4,2367,No,2,4,60.0,High,Review compensation; Improve work-life balance
304,Sales,Sales Representative,33,2,2342,No,2,4,60.0,High,Review compensation; Improve work-life balance
302,Research & Development,Research Scientist,32,6,6322,Yes,2,4,60.0,High,Reduce overtime; Improve work-life balance
533,Research & Development,Laboratory Technician,38,6,2468,No,2,2,60.0,High,Review compensation; Improve work-life balance; Address job satisfaction
525,Research & Development,Manufacturing Director,27,3,4227,No,3,4,60.0,High,Monitor regularly
